,FISHNET_ID,COUNTRY.x,CassavaGCO,Latitude,Longitude,CONTINENT,CountyPixelCount,cassava_HgHa,AET_mean,cassava_Fertilizer,Pesticide,GDP_Mean,cassavaGCO,cassavaBinaryGCO,Sim5x,Sim10x,Sim50x,Sim100x,Sim1000x
3167,51591,China,Outside,37.9899,83.6555,Asia,1387,2.938833459,35.32142857,143.8392276,8940649,990.4634249,Outside,0,14.6941673,29.38833459,1766.071429,293.8833459,2938.833459
3170,51599,New Caledonia,Outside,-20.5644,166.581,Oceania,13,7,940.7380952,0.304075065,196,14730.22121,Outside,0,35,70,47036.90476,700,7000
3171,51601,Angola,Outside,-15.6102,18.9768,Africa,165,6.810833176,642.5625,4.436844087,280,609.3283481,Outside,0,34.05416588,68.10833176,32128.125,681.0833176,6810.833176
3172,51604,Sri Lanka,Outside,6.84264,81.6167,Asia,14,8.56000042,1038.821429,80.55112722,11760,865.563779,Outside,0,42.8000021,85.6000042,51941.07145,856.000042,8560.00042
3173,51610,Kenya,Outside,1.37279,41.4347,Africa,83,8.239999771,319.5803571,2.88617745,19074,419.8013152,Outside,0,41.19999886,82.39999771,15979.01786,823.9999771,8239.999771
3174,51612,India,Outside,28.1817,71.0791,Asia,312,0.179246167,108.7291667,8.66231537,320037,454.770298,Outside,0,0.896230835,1.79246167,5436.458335,17.9246167,179.246167
3175,51615,Indonesia,Outside,-8.61841,122.247,Asia,401,11.16822177,893.6964286,25.31808587,11179,813.2904404,Outside,0,55.84110885,111.6822177,44684.82143,1116.822177,11168.22177
3176,51618,Niger,Outside,14.7695,10.892,Africa,43,6.063968738,188.9166667,1.356530465,246,229.4061061,Outside,0,30.31984369,60.63968738,9445.833335,606.3968738,6063.968738
3177,51619,Mali,Outside,12.1321,-7.97261,Africa,69,12.72090191,735.9375,3.880373279,365,310.9856809,Outside,0,63.60450955,127.2090191,36796.875,1272.090191,12720.90191
3179,51640,China,Outside,33.601,114.198,Asia,1387,16.03000069,684.2857143,161.0082126,8940649,990.4634249,Outside,0,80.15000345,160.3000069,34214.28572,1603.000069,16030.00069
3180,51644,Ghana,Outside,8.57503,1.01054,Africa,24,6.682117754,827.7857143,21.01210874,1281,343.2179614,Outside,0,33.41058877,66.82117754,41389.28572,668.2117754,6682.117754
3181,51645,Colombia,Outside,9.46803,-74.4479,South America,119,10.40160749,1026.125,99.64616203,476933,2463.075323,Outside,0,52.00803745,104.0160749,51306.25,1040.160749,10401.60749
3182,51646,Congo DRC,Outside,-3.14718,17.1802,Africa,225,4.395165311,906.390873,12.83555382,0,183.9673847,Outside,0,21.97582656,43.95165311,45319.54365,439.5165311,4395.165311
3183,51651,China,Outside,37.9899,105.215,Asia,1387,8.160727622,340.4940476,115.7679753,8940649,990.4634249,Outside,0,40.80363811,81.60727622,17024.70238,816.0727622,8160.727622
3184,51667,India,Outside,29.7614,80.9606,Asia,312,0.728636395,739.7857143,18.0473948,320037,454.770298,Outside,0,3.643181975,7.28636395,36989.28572,72.8636395,728.636395
3185,51669,Congo DRC,Outside,4.98391,27.96,Africa,225,0.271987964,878.3482143,5.964166066,0,183.9673847,Outside,0,1.35993982,2.71987964,43917.41072,27.1987964,271.987964
3186,51670,Madagascar,Outside,-16.4788,46.8246,Africa,93,2.854149999,773.4613095,14.8211362,884,312.907523,Outside,0,14.27075,28.54149999,38673.06548,285.4149999,2854.149999
3187,51674,Nigeria,Outside,6.78286,5.50212,Africa,77,9.089111884,862.5952381,17.08532509,0,591.8145957,Outside,0,45.44555942,90.89111884,43129.76191,908.9111884,9089.111884
3188,51677,India,Outside,19.9433,80.0623,Asia,312,0.71447777,793.5595238,13.43518931,320037,454.770298,Outside,0,3.57238885,7.1447777,39677.97619,71.447777,714.47777
3189,51686,Nigeria,Outside,6.83787,3.71026,Africa,77,8.422013119,858.1994048,22.81577281,0,591.8145957,Outside,0,42.1100656,84.22013119,42909.97024,842.2013119,8422.013119
3190,51687,Brazil,Outside,-16.4788,-55.5833,South America,931,13.27392314,852.25,85.81231766,976736,3807.754204,Outside,0,66.3696157,132.7392314,42612.5,1327.392314,13273.92314
3191,51691,China,Outside,40.7776,86.3505,Asia,1387,3.710648307,49.26190476,139.2737209,8940649,990.4634249,Outside,0,18.55324154,37.10648307,2463.095238,371.0648307,3710.648307
3192,51694,China,Outside,35.826,93.537,Asia,1387,7.432091227,259.9464286,103.4300099,8940649,990.4634249,Outside,0,37.16045614,74.32091227,12997.32143,743.2091227,7432.091227
3193,51697,Congo DRC,Outside,-0.435754,25.2651,Africa,225,0.624349382,971.6964286,7.253984628,0,183.9673847,Outside,0,3.12174691,6.24349382,48584.82143,62.4349382,624.349382
3194,51703,Zimbabwe,Outside,-17.3436,29.7566,Africa,28,3.651527729,576.4910714,15.63828592,20588,570.9978422,Outside,0,18.25763865,36.51527729,28824.55357,365.1527729,3651.527729
3195,51704,Congo DRC,Outside,-4.95121,25.2651,Africa,225,5.549415913,794.3630952,6.638734793,0,183.9673847,Outside,0,27.74707957,55.49415913,39718.15476,554.9415913,5549.415913
3196,51710,China,Outside,41.457,115.995,Asia,1387,16.03000069,269.452381,152.3845559,8940649,990.4634249,Outside,0,80.15000345,160.3000069,13472.61905,1603.000069,16030.00069
3198,51718,Indonesia,Outside,-2.15262,133.087,Asia,401,10.66976297,1051.47619,31.97064228,11179,813.2904404,Outside,0,53.34881485,106.6976297,52573.8095,1066.976297,10669.76297
3199,51719,Zambia,Outside,-14.7378,23.4684,Africa,57,5.600000223,699.8958333,25.44323886,11690,384.138496,Outside,0,28.00000112,56.00000223,34994.79167,560.0000223,5600.000223
3200,51721,Brazil,Outside,-21.6007,-41.3272,South America,931,14.4250135,745.3988095,112.0818645,976736,3807.754204,Outside,0,72.1250675,144.250135,37269.94048,1442.50135,14425.0135
3201,51728,Myanmar,Outside,18.2791,94.6324,Asia,101,5.633773023,806.3174603,2.007073773,3910,171.8118107,Outside,0,28.16886512,56.33773023,40315.87302,563.3773023,5633.773023
3202,51731,Thailand,Outside,14.7695,102.52,Asia,33,16.3761562,898.0565476,59.90280777,209043,2100.510841,Outside,0,81.880781,163.761562,44902.82738,1637.61562,16376.1562
3203,51733,Indonesia,Outside,-7.64738,111.503,Asia,401,14.95993971,947.7708333,79.48218474,11179,813.2904404,Outside,0,74.79969855,149.5993971,47388.54167,1495.993971,14959.93971
3205,51742,India,Outside,35.826,78.2657,Asia,312,8.755882728,97.125,142.4603983,320037,454.770298,Outside,0,43.77941364,87.55882728,4856.25,875.5882728,8755.882728
3206,51753,Brazil,Outside,-8.54258,-46.6002,South America,931,8.833565448,820.3005952,72.23502362,976736,3807.754204,Outside,0,44.16782724,88.33565448,41015.02976,883.3565448,8833.565448
3207,51763,Brazil,Outside,-25.6879,-48.6574,South America,931,11.37511047,799.3134921,61.56620252,976736,3807.754204,Outside,0,56.87555235,113.7511047,39965.67461,1137.511047,11375.11047
3209,51770,China,Outside,27.3827,107.91,Asia,1387,15.78712189,701.6428571,111.6888143,8940649,990.4634249,Outside,0,78.93560945,157.8712189,35082.14286,1578.712189,15787.12189
3211,51779,China,Outside,30.5421,116.893,Asia,1387,15.90856129,810.4345238,149.7785014,8940649,990.4634249,Outside,0,79.54280645,159.0856129,40521.72619,1590.856129,15908.56129
3212,51782,Angola,Outside,-10.3264,22.5701,Africa,165,7.25314293,739.639881,4.733144227,280,609.3283481,Outside,0,36.26571465,72.5314293,36981.99405,725.314293,7253.14293
3213,51785,Angola,Outside,-6.75027,20.7735,Africa,165,6.965470658,835.4107143,16.42110858,280,609.3283481,Outside,0,34.82735329,69.65470658,41770.53572,696.5470658,6965.470658
3214,51787,Papua New Guinea,Outside,-4.95121,142.944,Asia,81,9.443541888,889.2083333,5.405127444,735,624.4987408,Outside,0,47.21770944,94.43541888,44460.41667,944.3541888,9443.541888
3215,51792,Angola,Outside,-13.8618,18.9768,Africa,165,5.572499871,796.0029762,4.015355147,280,609.3283481,Outside,0,27.86249936,55.72499871,39800.14881,557.2499871,5572.499871
3216,51798,Tanzania,Outside,-7.64738,36.0448,Africa,80,6.495936329,500.5386905,2.831796785,55,387.1450508,Outside,0,32.47968165,64.95936329,25026.93453,649.5936329,6495.936329
3217,51802,India,Outside,27.3827,70.1808,Asia,312,1.422938805,122.3690476,13.05714832,320037,454.770298,Outside,0,7.114694025,14.22938805,6118.45238,142.2938805,1422.938805
3218,51805,Madagascar,Outside,-23.0555,43.5902,Africa,93,1.690843281,495.7083333,15.09378786,884,312.907523,Outside,0,8.454216405,16.90843281,24785.41667,169.0843281,1690.843281
3219,51810,Papua New Guinea,Outside,-8.54258,147.436,Asia,81,10.61999989,1060.372024,5.181823015,735,624.4987408,Outside,0,53.09999945,106.1999989,53018.6012,1061.999989,10619.99989
3220,51821,China,Outside,35.0911,114.198,Asia,1387,16.03000069,590.297619,162.0527488,8940649,990.4634249,Outside,0,80.15000345,160.3000069,29514.88095,1603.000069,16030.00069
3222,51829,Indonesia,Outside,5.56836,95.4802,Asia,401,12.39851194,1023.267857,35.59603129,11179,813.2904404,Outside,0,61.9925597,123.9851194,51163.39285,1239.851194,12398.51194
3223,51832,Indonesia,Outside,-1.32106,132.182,Asia,401,9.3532089,1087.943452,33.73941661,11179,813.2904404,Outside,0,46.7660445,93.532089,54397.1726,935.32089,9353.2089
3224,51833,Indonesia,Outside,-8.5397,141.151,Asia,401,9.389491228,962.235119,15.05766539,11179,813.2904404,Outside,0,46.94745614,93.89491228,48111.75595,938.9491228,9389.491228
3225,51836,Brazil,Outside,-24.0996,-48.3968,South America,931,12.78843651,760.3988095,80.48145728,976736,3807.754204,Outside,0,63.94218255,127.8843651,38019.94048,1278.843651,12788.43651
3226,51838,Congo DRC,Outside,2.27666,23.4684,Africa,225,0.123669207,936.0952381,71.47518369,0,183.9673847,Outside,0,0.618346035,1.23669207,46804.76191,12.3669207,123.669207
3227,51843,Indonesia,Outside,-2.93771,111.582,Asia,401,12.11572684,1067.202381,30.63636154,11179,813.2904404,Outside,0,60.5786342,121.1572684,53360.11905,1211.572684,12115.72684
3228,51850,Madagascar,Outside,-24.8265,44.2913,Africa,93,3.185797461,458.9246032,28.63861021,884,312.907523,Outside,0,15.92898731,31.85797461,22946.23016,318.5797461,3185.797461
3229,51851,China,Outside,46.6353,121.385,Asia,1387,16.03000069,334.1279762,109.4547328,8940649,990.4634249,Outside,0,80.15000345,160.3000069,16706.39881,1603.000069,16030.00069
3230,51861,India,Outside,28.1817,71.9774,Asia,312,2.043406308,137.4970238,16.45848383,320037,454.770298,Outside,0,10.21703154,20.43406308,6874.85119,204.3406308,2043.406308
3233,51874,Myanmar,Outside,24.1295,96.232,Asia,101,3.553644585,803.5892857,2.613385754,3910,171.8118107,Outside,0,17.76822293,35.53644585,40179.46429,355.3644585,3553.644585
3234,51876,Zimbabwe,Outside,-18.2042,30.6549,Africa,28,3.353237434,578.8095238,12.32130455,20588,570.9978422,Outside,0,16.76618717,33.53237434,28940.47619,335.3237434,3353.237434
3235,51883,Paraguay,Outside,-24.0996,-57.38,South America,24,12.01914941,954.0892857,8.070399978,71540,1627.976264,Outside,0,60.09574705,120.1914941,47704.46429,1201.914941,12019.14941
3236,51895,Uganda,Outside,0.468577,32.4516,Africa,14,8.416289004,932.7708333,24.98496105,616,262.4287747,Outside,0,42.08144502,84.16289004,46638.54167,841.6289004,8416.289004
3237,51900,Indonesia,Outside,-5.85147,139.351,Asia,401,9.073653367,1107.431548,35.37323275,11179,813.2904404,Outside,0,45.36826684,90.73653367,55371.5774,907.3653367,9073.653367
3238,51902,Brazil,Outside,-22.4252,-43.0008,South America,931,11.5385555,741.4107143,204.0791914,976736,3807.754204,Outside,0,57.6927775,115.385555,37070.53572,1153.85555,11538.5555
3239,51905,China,Outside,42.1292,96.232,Asia,1387,0.890555594,108.9345238,100.3525582,8940649,990.4634249,Outside,0,4.45277797,8.90555594,5446.72619,89.0555594,890.555594
3240,51906,China,Outside,37.9899,101.622,Asia,1387,16.03000069,344.8928571,108.9301784,8940649,990.4634249,Outside,0,80.15000345,160.3000069,17244.64286,1603.000069,16030.00069
3242,51910,Sudan,Outside,11.2468,25.2651,Africa,87,1.472379078,520.1488095,3.749647943,5286,387.7801545,Outside,0,7.36189539,14.72379078,26007.44048,147.2379078,1472.379078
3243,51915,China,Outside,40.987,121.386,Asia,1387,16.03000069,398.2916667,104.7574828,8940649,990.4634249,Outside,0,80.15000345,160.3000069,19914.58334,1603.000069,16030.00069
3244,51923,Madagascar,Outside,-18.1569,49.2351,Africa,93,8.135333465,938.6746032,6.901582582,884,312.907523,Outside,0,40.67666733,81.35333465,46933.73016,813.5333465,8135.333465
3246,51927,Nigeria,Outside,11.2468,4.6038,Africa,77,7.842437804,764.7053571,11.93787675,0,591.8145957,Outside,0,39.21218902,78.42437804,38235.26786,784.2437804,7842.437804
3247,51930,India,Outside,17.3749,77.3673,Asia,312,10.54737853,551.9553571,29.47976389,320037,454.770298,Outside,0,52.73689265,105.4737853,27597.76786,1054.737853,10547.37853
3248,51931,China,Outside,37.2755,107.012,Asia,1387,16.03000069,431.6160714,146.703302,8940649,990.4634249,Outside,0,80.15000345,160.3000069,21580.80357,1603.000069,16030.00069
3249,51932,Zimbabwe,Outside,-17.3436,30.6549,Africa,28,3.970247245,573.6875,11.49429692,20588,570.9978422,Outside,0,19.85123623,39.70247245,28684.375,397.0247245,3970.247245
3250,51934,Zambia,Outside,-13.8618,23.4684,Africa,57,4.363636537,729.7291667,21.09886348,11690,384.138496,Outside,0,21.81818269,43.63636537,36486.45834,436.3636537,4363.636537
3251,51937,Brazil,Outside,-13.8618,-49.2951,South America,931,13.73726765,801.8630952,113.3373116,976736,3807.754204,Outside,0,68.68633825,137.3726765,40093.15476,1373.726765,13737.26765
3252,51939,Brazil,Outside,-8.54258,-42.1086,South America,931,3.675261832,514.5952381,85.04811774,976736,3807.754204,Outside,0,18.37630916,36.75261832,25729.76191,367.5261832,3675.261832
3253,51941,Brazil,Outside,-10.3264,-41.2103,South America,931,12.03042364,339.5327381,80.23770454,976736,3807.754204,Outside,0,60.1521182,120.3042364,16976.63691,1203.042364,12030.42364
3254,51946,Indonesia,Outside,-8.19329,130.992,Asia,401,13.08132553,1080.14881,13.07856364,11179,813.2904404,Outside,0,65.40662765,130.8132553,54007.4405,1308.132553,13081.32553
3255,51948,Congo,Outside,-4.01837,11.8203,Africa,49,1.076095675,740.5714286,40.67719528,70,868.7949098,Outside,0,5.380478375,10.76095675,37028.57143,107.6095675,1076.095675
3256,51951,Brazil,Outside,-21.6022,-58.2783,South America,931,10.26134858,734.2321429,18.26761935,976736,3807.754204,Outside,0,51.3067429,102.6134858,36711.60715,1026.134858,10261.34858
3257,51952,China,Outside,29.7614,90.8421,Asia,1387,10.03943319,227.2053571,108.8719373,8940649,990.4634249,Outside,0,50.19716595,100.3943319,11360.26786,1003.943319,10039.43319
3258,51959,China,Outside,26.5779,107.012,Asia,1387,15.62925067,713.0595238,111.9249915,8940649,990.4634249,Outside,0,78.14625335,156.2925067,35652.97619,1562.925067,15629.25067
3259,51963,China,Outside,24.9512,115.995,Asia,1387,16.03000069,837.3214286,140.8379372,8940649,990.4634249,Outside,0,80.15000345,160.3000069,41866.07143,1603.000069,16030.00069
3260,51969,China,Outside,44.1032,92.6387,Asia,1387,2.968518646,17.2172619,143.6653485,8940649,990.4634249,Outside,0,14.84259323,29.68518646,860.863095,296.8518646,2968.518646
3261,51971,China,Outside,23.3112,113.293,Asia,1387,15.35647125,850.4494048,137.6034938,8940649,990.4634249,Outside,0,76.78235625,153.5647125,42522.47024,1535.647125,15356.47125
3262,51984,India,Outside,34.3494,78.2657,Asia,312,1.747500022,288.547619,36.81199341,320037,454.770298,Outside,0,8.73750011,17.47500022,14427.38095,174.7500022,1747.500022
3264,51997,Mozambique,Outside,-23.2723,32.4516,Africa,95,6.066163327,402.3363095,2.666876901,535,315.2966525,Outside,0,30.33081664,60.66163327,20116.81548,606.6163327,6066.163327
3265,52010,Indonesia,Outside,-4.03626,120.211,Asia,401,11.37540456,958.1488095,67.94734051,11179,813.2904404,Outside,0,56.8770228,113.7540456,47907.44048,1137.540456,11375.40456
3266,52014,Indonesia,Outside,-2.24386,111.503,Asia,401,12.14963685,1051.511905,36.77103436,11179,813.2904404,Outside,0,60.74818425,121.4963685,52575.59525,1214.963685,12149.63685
3267,52018,Brazil,Outside,-14.7378,-42.1086,South America,931,10.34912276,543.1875,159.1235921,976736,3807.754204,Outside,0,51.7456138,103.4912276,27159.375,1034.912276,10349.12276
3268,52020,Myanmar,Outside,21.6327,95.3336,Asia,101,2.386859504,598.0297619,2.885241026,3910,171.8118107,Outside,0,11.93429752,23.86859504,29901.4881,238.6859504,2386.859504
3269,52028,Cambodia,Outside,13.0145,104.317,Asia,36,5.648168385,999.4404762,4.284549977,0,313.5298269,Outside,0,28.24084193,56.48168385,49972.02381,564.8168385,5648.168385
3270,52030,China,Outside,28.1817,115.097,Asia,1387,15.76283401,762.4404762,113.300238,8940649,990.4634249,Outside,0,78.81417005,157.6283401,38122.02381,1576.283401,15762.83401
3271,52031,China,Outside,31.3165,117.792,Asia,1387,15.44709157,788.9196429,145.2015686,8940649,990.4634249,Outside,0,77.23545785,154.4709157,39445.98215,1544.709157,15447.09157
3272,52033,China,Outside,32.0808,119.574,Asia,1387,15.89641735,741.8571429,177.1268803,8940649,990.4634249,Outside,0,79.48208675,158.9641735,37092.85715,1589.641735,15896.41735
3274,52039,China,Outside,38.6973,81.8589,Asia,1387,1.187407458,16.59821429,143.8738671,8940649,990.4634249,Outside,0,5.93703729,11.87407458,829.9107145,118.7407458,1187.407458
3275,52052,Trinidad and Tobago,Outside,11.3168,-60.523,North America,5,12.13000011,1168.654762,14.83525417,1471,6281.076442,Outside,0,60.65000055,121.3000011,58432.7381,1213.000011,12130.00011
3276,52062,China,Outside,35.0911,97.1303,Asia,1387,15.30136429,257.3154762,103.1197657,8940649,990.4634249,Outside,0,76.50682145,153.0136429,12865.77381,1530.136429,15301.36429
3277,52064,Indonesia,Outside,3.17995,115.097,Asia,401,13.89650315,1074.235119,64.40543751,11179,813.2904404,Outside,0,69.48251575,138.9650315,53711.75595,1389.650315,13896.50315
3278,52068,China,Outside,24.1295,113.3,Asia,1387,16.03000069,834.9791667,140.2351857,8940649,990.4634249,Outside,0,80.15000345,160.3000069,41748.95834,1603.000069,16030.00069
3279,52072,Brazil,Outside,-15.6102,-58.2783,South America,931,13.05961922,880.172619,86.09544737,976736,3807.754204,Outside,0,65.2980961,130.5961922,44008.63095,1305.961922,13059.61922
3280,52075,Gabon,Outside,-1.33998,9.99369,Africa,27,0.856924878,832.9255952,80.21258468,0,4221.065231,Outside,0,4.28462439,8.56924878,41646.27976,85.6924878,856.924878
3281,52077,Vietnam,Outside,19.1936,105.72,Asia,37,6.615314789,891.202381,113.696222,144519,394.9707265,Outside,0,33.07657395,66.15314789,44560.11905,661.5314789,6615.314789
3282,52082,Brazil,Outside,-14.7378,-54.685,South America,931,13.3289859,818.0505952,87.21813717,976736,3807.754204,Outside,0,66.6449295,133.289859,40902.52976,1332.89859,13328.9859
3283,52083,Indonesia,Outside,-2.28964,121.339,Asia,401,11.39644573,929.860119,31.7777521,11179,813.2904404,Outside,0,56.98222865,113.9644573,46493.00595,1139.644573,11396.44573
3284,52093,India,Outside,24.1295,79.164,Asia,312,2.053183371,545.9642857,14.64950755,320037,454.770298,Outside,0,10.26591686,20.53183371,27298.21429,205.3183371,2053.183371
3286,52102,China,Outside,25.2453,119.23,Asia,1387,16.03000069,789.5297619,79.92642351,8940649,990.4634249,Outside,0,80.15000345,160.3000069,39476.4881,1603.000069,16030.00069
3287,52106,Tanzania,Outside,-4.0497,33.3499,Africa,80,9.445417772,604.5089286,32.92696578,55,387.1450508,Outside,0,47.22708886,94.45417772,30225.44643,944.5417772,9445.417772
3288,52110,Congo,Outside,-4.95121,14.4853,Africa,49,3.722548792,739.8214286,11.82916208,70,868.7949098,Outside,0,18.61274396,37.22548792,36991.07143,372.2548792,3722.548792
3289,52111,China,Outside,48.4596,126.775,Asia,1387,16.03000069,480.8392857,110.6676062,8940649,990.4634249,Outside,0,80.15000345,160.3000069,24041.96429,1603.000069,16030.00069
3290,52115,Indonesia,Outside,-7.29333,120.865,Asia,401,11.92584324,815.5238095,17.94600067,11179,813.2904404,Outside,0,59.6292162,119.2584324,40776.19048,1192.584324,11925.84324
3291,52118,China,Outside,32.0845,116.893,Asia,1387,16.03000069,786.0625,157.6877061,8940649,990.4634249,Outside,0,80.15000345,160.3000069,39303.125,1603.000069,16030.00069
3292,52128,Kenya,Outside,1.37279,36.0448,Africa,83,5.164793038,320.8839286,30.30952807,19074,419.8013152,Outside,0,25.82396519,51.64793038,16044.19643,516.4793038,5164.793038
3293,52130,Malaysia,Outside,3.54409,101.123,Asia,52,12.54284954,1091.988095,63.59295354,275842,3996.933255,Outside,0,62.7142477,125.4284954,54599.40475,1254.284954,12542.84954
3295,52134,Indonesia,Outside,-5.51042,122.537,Asia,401,11.98944855,1011.732143,68.04205912,11179,813.2904404,Outside,0,59.94724275,119.8944855,50586.60715,1198.944855,11989.44855
3296,52137,Gabon,Outside,-1.33998,10.892,Africa,27,0.555770563,810.7678571,124.2478414,0,4221.065231,Outside,0,2.778852815,5.55770563,40538.39286,55.5770563,555.770563
3297,52140,China,Outside,27.3827,108.808,Asia,1387,15.90856129,704.0386905,111.9015079,8940649,990.4634249,Outside,0,79.54280645,159.0856129,35201.93453,1590.856129,15908.56129
3298,52141,Madagascar,Outside,-16.479,45.9264,Africa,93,1.926511634,817.2440476,8.643744438,884,312.907523,Outside,0,9.63255817,19.26511634,40862.20238,192.6511634,1926.511634
3299,52142,India,Outside,26.5779,76.469,Asia,312,4.301908016,443.2916667,20.32153957,320037,454.770298,Outside,0,21.50954008,43.01908016,22164.58334,430.1908016,4301.908016
3301,52146,Brazil,Outside,-19.0606,-50.1934,South America,931,12.56376209,789.6994048,58.52567602,976736,3807.754204,Outside,0,62.81881045,125.6376209,39484.97024,1256.376209,12563.76209
3302,52148,Timor-Leste,Outside,-8.60041,126.717,Asia,3,5.134274006,875.7083333,67.17150503,2,492.8625084,Outside,0,25.67137003,51.34274006,43785.41667,513.4274006,5134.274006
3303,52149,Niger,Outside,14.7695,11.7903,Africa,43,1.725714423,159.264881,1.381248791,246,229.4061061,Outside,0,8.628572115,17.25714423,7963.24405,172.5714423,1725.714423
3304,52152,Indonesia,Outside,-2.26835,106.048,Asia,401,11.78762605,1043.375,58.20773605,11179,813.2904404,Outside,0,58.93813025,117.8762605,52168.75,1178.762605,11787.62605
3305,52156,Mexico,Outside,18.2391,-101.393,North America,52,8.997988979,735.6041667,64.95913441,157693,6614.061792,Outside,0,44.9899449,89.97988979,36780.20834,899.7988979,8997.988979
3306,52161,Colombia,Outside,8.57503,-74.4479,South America,119,9.901226481,1060.407738,89.66729923,476933,2463.075323,Outside,0,49.50613241,99.01226481,53020.3869,990.1226481,9901.226481
3308,52167,Gabon,Outside,2.27666,12.6886,Africa,27,0.198813813,863.1755952,103.7752959,0,4221.065231,Outside,0,0.994069065,1.98813813,43158.77976,19.8813813,198.813813
3309,52178,Congo DRC,Outside,-0.435754,28.8583,Africa,225,1.614126772,901.5297619,441.9445596,0,183.9673847,Outside,0,8.07063386,16.14126772,45076.4881,161.4126772,1614.126772
3310,52183,Argentina,Outside,-27.3536,-61.8715,South America,73,4.710743802,592.5952381,21.31960589,615513,6448.150281,Outside,0,23.55371901,47.10743802,29629.76191,471.0743802,4710.743802
3311,52195,Brazil,Outside,-32.0567,-53.7867,South America,931,2.078097591,879.4464286,38.32216006,976736,3807.754204,Outside,0,10.39048796,20.78097591,43972.32143,207.8097591,2078.097591
3312,52197,Botswana,Outside,-20.7597,27.96,Africa,10,3.098925579,388.8125,6.947647871,119,3432.377275,Outside,0,15.4946279,30.98925579,19440.625,309.8925579,3098.925579
3313,52198,Indonesia,Outside,-1.86292,124.902,Asia,401,11.24739456,1036.710317,25.94087499,11179,813.2904404,Outside,0,56.2369728,112.4739456,51835.51585,1124.739456,11247.39456
3314,52201,Tanzania,Outside,-2.24386,31.5533,Africa,80,3.88314676,766.9255952,16.53427796,55,387.1450508,Outside,0,19.4157338,38.8314676,38346.27976,388.314676,3883.14676
3316,52206,China,Outside,35.0911,113.3,Asia,1387,15.73854613,580.7291667,158.0977512,8940649,990.4634249,Outside,0,78.69273065,157.3854613,29036.45834,1573.854613,15738.54613
3317,52207,China,Outside,41.457,87.2488,Asia,1387,2.968518646,44.11904762,143.8066094,8940649,990.4634249,Outside,0,14.84259323,29.68518646,2205.952381,296.8518646,2968.518646
3318,52209,Eritrea,Outside,17.3749,37.8415,Africa,6,0.133333333,181.5952381,2.529493439,182,316.0033745,Outside,0,0.666666665,1.33333333,9079.761905,13.3333333,133.333333
3319,52219,Brazil,Outside,-21.6022,-52.8884,South America,931,16.94425831,870.3690476,87.73175626,976736,3807.754204,Outside,0,84.72129155,169.4425831,43518.45238,1694.425831,16944.25831
3320,52228,Brazil,Outside,-20.7597,-57.38,South America,931,11.97023318,860.2946429,82.44143616,976736,3807.754204,Outside,0,59.8511659,119.7023318,43014.73215,1197.023318,11970.23318
3322,52237,Congo DRC,Outside,-1.33998,18.9768,Africa,225,1.128631559,982.9196429,51.69859682,0,183.9673847,Outside,0,5.643157795,11.28631559,49145.98215,112.8631559,1128.631559
3323,52241,Guatemala,Outside,14.7695,-90.6176,North America,22,1.944796714,891.4583333,21.68417721,73426,1677.111797,Outside,0,9.72398357,19.44796714,44572.91667,194.4796714,1944.796714
3324,52247,China,Outside,45.3835,115.097,Asia,1387,8.905555937,299.9553571,71.31760595,8940649,990.4634249,Outside,0,44.52777969,89.05555937,14997.76786,890.5555937,8905.555937
3325,52251,Sudan,Outside,15.6418,35.1465,Africa,87,0.493333331,236.0952381,2.660563716,5286,387.7801545,Outside,0,2.466666655,4.93333331,11804.76191,49.3333331,493.333331
3327,52255,Brazil,Outside,-4.95121,-40.312,South America,931,11.4317762,561.7797619,97.82640591,976736,3807.754204,Outside,0,57.158881,114.317762,28088.9881,1143.17762,11431.7762
3328,52256,Congo,Outside,-0.435754,16.2819,Africa,49,0.716465235,981.5059524,21.67884157,70,868.7949098,Outside,0,3.582326175,7.16465235,49075.29762,71.6465235,716.465235
3329,52262,Congo DRC,Outside,-3.14718,27.0617,Africa,225,0.082775732,927.9801587,102.1376523,0,183.9673847,Outside,0,0.41387866,0.82775732,46399.00794,8.2775732,82.775732
3332,52278,Uganda,Outside,2.27666,34.2482,Africa,14,8.81712736,680.8363095,25.51897897,616,262.4287747,Outside,0,44.0856368,88.1712736,34041.81548,881.712736,8817.12736
3333,52280,China,Outside,47.2505,119.588,Asia,1387,8.348958691,291.2142857,67.12274627,8940649,990.4634249,Outside,0,41.74479346,83.48958691,14560.71429,834.8958691,8348.958691
3334,52282,Mali,Outside,13.0145,-5.27767,Africa,69,14.30857304,625.3630952,3.7460507,365,310.9856809,Outside,0,71.5428652,143.0857304,31268.15476,1430.857304,14308.57304
3336,52286,Indonesia,Outside,-6.94945,111.478,Asia,401,14.08277632,960.2619048,65.40443515,11179,813.2904404,Outside,0,70.4138816,140.8277632,48013.09524,1408.277632,14082.77632
3337,52287,Brazil,Outside,-28.9459,-51.0917,South America,931,15.5010641,820.9583333,114.6807219,976736,3807.754204,Outside,0,77.5053205,155.010641,41047.91667,1550.10641,15501.0641
3338,52292,India,Outside,28.1817,92.6387,Asia,312,4.967554653,675.8541667,79.49212167,320037,454.770298,Outside,0,24.83777327,49.67554653,33792.70834,496.7554653,4967.554653
