,FISHNET_ID,COUNTRY.x,CassavaGCO,Latitude,Longitude,CONTINENT,CountyPixelCount,cassava_HgHa,AET_mean,cassava_Fertilizer,Pesticide,GDP_Mean,cassavaGCO,cassavaBinaryGCO,Sim5x,Sim10x,Sim50x,Sim100x,Sim1000x
1095,42083,Brazil,Inside,1.37279,-53.7867,South America,931,5.691968067,982.4583333,65.4337403,976736,3807.754204,Inside,1,5.691968067,5.691968067,5.691968067,5.691968067,5.691968067
1097,42122,Brazil,Inside,0.468577,-51.9901,South America,931,4.829362445,963.6279762,86.28030608,976736,3807.754204,Inside,1,4.829362445,4.829362445,4.829362445,4.829362445,4.829362445
1136,42379,Brazil,Inside,-4.95121,-57.38,South America,931,2.882627534,896.3482143,63.30907137,976736,3807.754204,Inside,1,2.882627534,2.882627534,2.882627534,2.882627534,2.882627534
1141,42415,Brazil,Inside,-0.435754,-59.1766,South America,931,0.547117922,977.235119,89.72523669,976736,3807.754204,Inside,1,0.547117922,0.547117922,0.547117922,0.547117922,0.547117922
1146,42439,Brazil,Inside,-7.64738,-62.7698,South America,931,2.216936032,831.5,73.71844526,976736,3807.754204,Inside,1,2.216936032,2.216936032,2.216936032,2.216936032,2.216936032
1149,42450,Colombia,Inside,2.27666,-75.3463,South America,119,8.416138861,835.7470238,55.13770951,476933,2463.075323,Inside,1,8.416138861,8.416138861,8.416138861,8.416138861,8.416138861
1161,42560,Peru,Inside,-7.64738,-76.2446,South America,147,8.4109659,845.4761905,59.3817355,16571,2065.427423,Inside,1,8.4109659,8.4109659,8.4109659,8.4109659,8.4109659
1185,42727,Bolivia,Inside,-12.9825,-62.7698,South America,118,4.060308728,876.0267857,21.67823511,26397,972.8034761,Inside,1,4.060308728,4.060308728,4.060308728,4.060308728,4.060308728
1187,42735,Brazil,Inside,-6.75027,-48.3968,South America,931,15.85519807,893.4285714,93.23304414,976736,3807.754204,Inside,1,15.85519807,15.85519807,15.85519807,15.85519807,15.85519807
1196,42773,Brazil,Inside,-7.64738,-54.685,South America,931,3.010653946,895.047619,50.63355486,976736,3807.754204,Inside,1,3.010653946,3.010653946,3.010653946,3.010653946,3.010653946
1200,42821,Ecuador,Inside,-0.435754,-77.1429,South America,46,5.037579527,735.5267857,12.50847686,100557,2023.86319,Inside,1,5.037579527,5.037579527,5.037579527,5.037579527,5.037579527
1205,42846,Brazil,Inside,2.27666,-62.7698,South America,931,0.139105893,954.8571429,77.68042392,976736,3807.754204,Inside,1,0.139105893,0.139105893,0.139105893,0.139105893,0.139105893
1207,42854,Brazil,Inside,3.17995,-62.7698,South America,931,0.570981569,999.9494048,58.34540233,976736,3807.754204,Inside,1,0.570981569,0.570981569,0.570981569,0.570981569,0.570981569
1208,42855,Brazil,Inside,-4.95121,-65.4648,South America,931,0.296650055,862.672619,379.1395926,976736,3807.754204,Inside,1,0.296650055,0.296650055,0.296650055,0.296650055,0.296650055
1213,42879,Ecuador,Inside,-1.33998,-75.3463,South America,46,0.603454858,803.6577381,22.40061915,100557,2023.86319,Inside,1,0.603454858,0.603454858,0.603454858,0.603454858,0.603454858
1221,42939,Brazil,Inside,3.14719,-51.2689,South America,931,8.102330301,1023.764881,74.48448951,976736,3807.754204,Inside,1,8.102330301,8.102330301,8.102330301,8.102330301,8.102330301
1231,43021,Brazil,Inside,-4.95121,-61.8715,South America,931,0.928303797,868.3779762,94.54246714,976736,3807.754204,Inside,1,0.928303797,0.928303797,0.928303797,0.928303797,0.928303797
1240,43072,Brazil,Inside,-5.85147,-64.5665,South America,931,1.234915452,851.8065476,105.5121068,976736,3807.754204,Inside,1,1.234915452,1.234915452,1.234915452,1.234915452,1.234915452
1243,43102,Ecuador,Inside,0.468577,-77.1429,South America,46,7.537507259,778.3571429,50.13477014,100557,2023.86319,Inside,1,7.537507259,7.537507259,7.537507259,7.537507259,7.537507259
1253,43167,Brazil,Inside,0.468577,-64.5665,South America,931,0.113583763,991.6517857,59.12239088,976736,3807.754204,Inside,1,0.113583763,0.113583763,0.113583763,0.113583763,0.113583763
1268,43240,Brazil,Inside,0.468577,-68.1597,South America,931,0.903196136,912.4702381,75.33370113,976736,3807.754204,Inside,1,0.903196136,0.903196136,0.903196136,0.903196136,0.903196136
1269,43244,Brazil,Inside,-7.64738,-50.1934,South America,931,11.5477127,875.8511905,124.8296876,976736,3807.754204,Inside,1,11.5477127,11.5477127,11.5477127,11.5477127,11.5477127
1272,43261,Bolivia,Inside,-11.2146,-68.1597,South America,118,4.56921131,806.4136905,135.0417769,26397,972.8034761,Inside,1,4.56921131,4.56921131,4.56921131,4.56921131,4.56921131
1279,43311,Brazil,Inside,-2.24386,-68.1597,South America,931,0.062813189,870.0833333,60.18554832,976736,3807.754204,Inside,1,0.062813189,0.062813189,0.062813189,0.062813189,0.062813189
1285,43331,Peru,Inside,-13.8618,-69.9564,South America,147,7.331787519,834.8511905,37.7329966,16571,2065.427423,Inside,1,7.331787519,7.331787519,7.331787519,7.331787519,7.331787519
1287,43342,Peru,Inside,-4.95121,-77.1429,South America,147,1.038436062,825.8035714,43.66299527,16571,2065.427423,Inside,1,1.038436062,1.038436062,1.038436062,1.038436062,1.038436062
1291,43363,Peru,Inside,-4.0497,-72.6513,South America,147,0.608367175,796.0267857,48.04366157,16571,2065.427423,Inside,1,0.608367175,0.608367175,0.608367175,0.608367175,0.608367175
1296,43383,Brazil,Inside,-4.0497,-65.4648,South America,931,0.650077285,872.327381,235.1880876,976736,3807.754204,Inside,1,0.650077285,0.650077285,0.650077285,0.650077285,0.650077285
1297,43389,Peru,Inside,-1.33998,-74.4479,South America,147,0.353397386,812.7619048,37.73979613,16571,2065.427423,Inside,1,0.353397386,0.353397386,0.353397386,0.353397386,0.353397386
1302,43420,Brazil,Inside,3.17995,-63.6682,South America,931,2.963246504,987.8422619,30.04925736,976736,3807.754204,Inside,1,2.963246504,2.963246504,2.963246504,2.963246504,2.963246504
1342,43649,Brazil,Inside,-4.95121,-51.0917,South America,931,2.534049981,814.3005952,50.4164756,976736,3807.754204,Inside,1,2.534049981,2.534049981,2.534049981,2.534049981,2.534049981
1344,43664,Brazil,Inside,0.495198,-51.1141,South America,931,6.105396447,946.4285714,100.8291974,976736,3807.754204,Inside,1,6.105396447,6.105396447,6.105396447,6.105396447,6.105396447
1346,43684,Peru,Inside,-9.43566,-77.1429,South America,147,10.79451378,494.7202381,61.51596289,16571,2065.427423,Inside,1,10.79451378,10.79451378,10.79451378,10.79451378,10.79451378
1348,43697,Colombia,Inside,4.08244,-73.5496,South America,119,8.950384617,928.3720238,60.70542957,476933,2463.075323,Inside,1,8.950384617,8.950384617,8.950384617,8.950384617,8.950384617
1356,43755,Colombia,Inside,3.17995,-69.9564,South America,119,1.351314404,951.5505952,50.95547905,476933,2463.075323,Inside,1,1.351314404,1.351314404,1.351314404,1.351314404,1.351314404
1360,43761,Bolivia,Inside,-17.3436,-64.5665,South America,118,7.934993598,922.0892857,10.61385744,26397,972.8034761,Inside,1,7.934993598,7.934993598,7.934993598,7.934993598,7.934993598
1369,43817,Brazil,Inside,-2.27448,-50.1966,South America,931,4.732239095,906.6071429,167.7837478,976736,3807.754204,Inside,1,4.732239095,4.732239095,4.732239095,4.732239095,4.732239095
1374,43862,Guyana,Inside,6.78286,-60.9732,South America,26,5.013817817,988.3809524,31.73249237,2030,964.1759833,Inside,1,5.013817817,5.013817817,5.013817817,5.013817817,5.013817817
1376,43867,Brazil,Inside,-11.2146,-58.2783,South America,931,19.70609792,861.922619,81.88616147,976736,3807.754204,Inside,1,19.70609792,19.70609792,19.70609792,19.70609792,19.70609792
1385,43929,Peru,Inside,-8.54258,-74.4479,South America,147,18.39690512,867.0595238,39.67061614,16571,2065.427423,Inside,1,18.39690512,18.39690512,18.39690512,18.39690512,18.39690512
1389,43948,Peru,Inside,-6.75027,-73.5496,South America,147,0.106932315,817.0178571,53.57471734,16571,2065.427423,Inside,1,0.106932315,0.106932315,0.106932315,0.106932315,0.106932315
1392,43957,Brazil,Inside,-4.0497,-55.5833,South America,931,7.328205195,911.4017857,81.01376626,976736,3807.754204,Inside,1,7.328205195,7.328205195,7.328205195,7.328205195,7.328205195
1396,43970,Guyana,Inside,7.6799,-60.9732,South America,26,5.821821392,1018.502976,46.84697939,2030,964.1759833,Inside,1,5.821821392,5.821821392,5.821821392,5.821821392,5.821821392
1397,43975,Bolivia,Inside,-12.1,-68.1597,South America,118,0.781697088,845.9940476,269.2192174,26397,972.8034761,Inside,1,0.781697088,0.781697088,0.781697088,0.781697088,0.781697088
1398,43991,Colombia,Inside,3.17995,-72.6513,South America,119,7.385067238,1003.092262,54.67161428,476933,2463.075323,Inside,1,7.385067238,7.385067238,7.385067238,7.385067238,7.385067238
1404,44026,Brazil,Inside,-6.75027,-51.9901,South America,931,28.2686619,822.7202381,58.57737766,976736,3807.754204,Inside,1,28.2686619,28.2686619,28.2686619,28.2686619,28.2686619
1419,44080,Brazil,Inside,-2.24419,-44.8686,South America,931,5.143212122,876.4553571,147.7442063,976736,3807.754204,Inside,1,5.143212122,5.143212122,5.143212122,5.143212122,5.143212122
1420,44082,Brazil,Inside,-6.75027,-60.9732,South America,931,1.01185337,857.7142857,139.9828646,976736,3807.754204,Inside,1,1.01185337,1.01185337,1.01185337,1.01185337,1.01185337
1422,44103,Brazil,Inside,-1.33998,-62.7698,South America,931,0.882668975,941.5952381,70.9847997,976736,3807.754204,Inside,1,0.882668975,0.882668975,0.882668975,0.882668975,0.882668975
1427,44129,Brazil,Inside,-7.64738,-57.38,South America,931,6.606021462,879.9672619,51.43546323,976736,3807.754204,Inside,1,6.606021462,6.606021462,6.606021462,6.606021462,6.606021462
1428,44134,Brazil,Inside,-9.43566,-64.5665,South America,931,6.274750272,836.3809524,63.11325449,976736,3807.754204,Inside,1,6.274750272,6.274750272,6.274750272,6.274750272,6.274750272
1432,44149,Bolivia,Inside,-14.7378,-65.4648,South America,118,8.569492896,919.7708333,3.65981644,26397,972.8034761,Inside,1,8.569492896,8.569492896,8.569492896,8.569492896,8.569492896
1434,44163,Brazil,Inside,-8.54258,-61.8715,South America,931,5.117071045,828.7440476,77.39924493,976736,3807.754204,Inside,1,5.117071045,5.117071045,5.117071045,5.117071045,5.117071045
1437,44177,Brazil,Inside,-1.33998,-47.4985,South America,931,11.63207194,921.6488095,129.8551225,976736,3807.754204,Inside,1,11.63207194,11.63207194,11.63207194,11.63207194,11.63207194
1450,44247,Bolivia,Inside,-15.6102,-64.5665,South America,118,8.207400477,1029.360119,3.693242548,26397,972.8034761,Inside,1,8.207400477,8.207400477,8.207400477,8.207400477,8.207400477
1452,44251,Brazil,Inside,-0.435754,-57.38,South America,931,2.508048867,1030.833333,80.41279676,976736,3807.754204,Inside,1,2.508048867,2.508048867,2.508048867,2.508048867,2.508048867
1454,44257,Ecuador,Inside,-4.95121,-78.9395,South America,46,2.551539983,631.0535714,87.5617474,100557,2023.86319,Inside,1,2.551539983,2.551539983,2.551539983,2.551539983,2.551539983
1465,44311,Brazil,Inside,1.37279,-69.0581,South America,931,0.492652438,933.8095238,75.4198183,976736,3807.754204,Inside,1,0.492652438,0.492652438,0.492652438,0.492652438,0.492652438
1467,44322,Guyana,Inside,7.62754,-59.2273,South America,26,4.548875087,1079.604167,9.847472456,2030,964.1759833,Inside,1,4.548875087,4.548875087,4.548875087,4.548875087,4.548875087
1488,44419,Bolivia,Inside,-13.8618,-61.8715,South America,118,2.61829325,891.8869048,4.391509285,26397,972.8034761,Inside,1,2.61829325,2.61829325,2.61829325,2.61829325,2.61829325
1489,44420,Brazil,Inside,-12.1,-57.38,South America,931,11.08468008,900.9315476,81.79911276,976736,3807.754204,Inside,1,11.08468008,11.08468008,11.08468008,11.08468008,11.08468008
1498,44465,Brazil,Inside,1.37279,-65.4648,South America,931,1.116695105,1025.241071,53.55835244,976736,3807.754204,Inside,1,1.116695105,1.116695105,1.116695105,1.116695105,1.116695105
1504,44479,Bolivia,Inside,-13.8618,-64.5665,South America,118,6.483007669,879.8571429,3.921885764,26397,972.8034761,Inside,1,6.483007669,6.483007669,6.483007669,6.483007669,6.483007669
1510,44512,Peru,Inside,-4.95121,-72.6513,South America,147,0.093183872,800.3452381,44.03948648,16571,2065.427423,Inside,1,0.093183872,0.093183872,0.093183872,0.093183872,0.093183872
1522,44566,Brazil,Inside,-12.1,-61.8715,South America,931,10.83835398,852.2857143,103.9189599,976736,3807.754204,Inside,1,10.83835398,10.83835398,10.83835398,10.83835398,10.83835398
1523,44567,Colombia,Inside,0.468577,-73.5496,South America,119,0.152873285,881.5744048,49.3697328,476933,2463.075323,Inside,1,0.152873285,0.152873285,0.152873285,0.152873285,0.152873285
1524,44568,Peru,Inside,-4.0497,-76.2446,South America,147,0.699666556,853.0744048,70.64026118,16571,2065.427423,Inside,1,0.699666556,0.699666556,0.699666556,0.699666556,0.699666556
1525,44572,Brazil,Inside,-5.85147,-59.1766,South America,931,0.573255863,863.2886905,76.48419456,976736,3807.754204,Inside,1,0.573255863,0.573255863,0.573255863,0.573255863,0.573255863
1531,44598,Brazil,Inside,-4.95121,-68.1597,South America,931,0.345155297,862.0982143,114.9386364,976736,3807.754204,Inside,1,0.345155297,0.345155297,0.345155297,0.345155297,0.345155297
1544,44660,Peru,Inside,-3.14718,-73.5496,South America,147,1.35477178,793.4404762,54.49585759,16571,2065.427423,Inside,1,1.35477178,1.35477178,1.35477178,1.35477178,1.35477178
1545,44664,Brazil,Inside,-11.2146,-61.8715,South America,931,16.84789989,836.0357143,127.5558254,976736,3807.754204,Inside,1,16.84789989,16.84789989,16.84789989,16.84789989,16.84789989
1546,44666,Peru,Inside,-10.3264,-74.4479,South America,147,12.33054214,899.8035714,53.19465051,16571,2065.427423,Inside,1,12.33054214,12.33054214,12.33054214,12.33054214,12.33054214
1550,44677,Bolivia,Inside,-16.4788,-66.3631,South America,118,4.661963087,960.6011905,9.590314768,26397,972.8034761,Inside,1,4.661963087,4.661963087,4.661963087,4.661963087,4.661963087
1555,44693,Brazil,Inside,-12.1,-53.7867,South America,931,1.373455337,890.6130952,76.90246026,976736,3807.754204,Inside,1,1.373455337,1.373455337,1.373455337,1.373455337,1.373455337
1559,44718,Peru,Inside,-6.75027,-76.2446,South America,147,9.431244122,838.9940476,70.5960584,16571,2065.427423,Inside,1,9.431244122,9.431244122,9.431244122,9.431244122,9.431244122
1563,44748,Brazil,Inside,-5.85147,-65.4648,South America,931,0.476081397,843.6190476,184.121541,976736,3807.754204,Inside,1,0.476081397,0.476081397,0.476081397,0.476081397,0.476081397
1569,44788,Brazil,Inside,-0.435754,-55.5833,South America,931,2.134827322,1019.642857,75.70428165,976736,3807.754204,Inside,1,2.134827322,2.134827322,2.134827322,2.134827322,2.134827322
1585,44841,Brazil,Inside,-2.24386,-55.5833,South America,931,8.539309329,951.9732143,64.48584291,976736,3807.754204,Inside,1,8.539309329,8.539309329,8.539309329,8.539309329,8.539309329
1588,44853,Bolivia,Inside,-17.3436,-67.2614,South America,118,7.052627252,579.9285714,7.023001488,26397,972.8034761,Inside,1,7.052627252,7.052627252,7.052627252,7.052627252,7.052627252
1596,44900,Brazil,Inside,-3.14718,-54.685,South America,931,4.078067601,883.890873,58.25144269,976736,3807.754204,Inside,1,4.078067601,4.078067601,4.078067601,4.078067601,4.078067601
1610,44955,Guyana,Inside,2.27666,-58.2783,South America,26,3.42944622,929.9345238,29.20513042,2030,964.1759833,Inside,1,3.42944622,3.42944622,3.42944622,3.42944622,3.42944622
1618,44993,Guyana,Inside,7.6799,-60.0749,South America,26,4.8989602,1072.083333,17.01566388,2030,964.1759833,Inside,1,4.8989602,4.8989602,4.8989602,4.8989602,4.8989602
1633,45063,Brazil,Inside,-6.75027,-65.4648,South America,931,0.120475914,828.375,75.61277027,976736,3807.754204,Inside,1,0.120475914,0.120475914,0.120475914,0.120475914,0.120475914
1641,45099,Brazil,Inside,4.08244,-64.5665,South America,931,1.427095572,1008.52381,46.90327465,976736,3807.754204,Inside,1,1.427095572,1.427095572,1.427095572,1.427095572,1.427095572
1642,45105,Colombia,Inside,0.468577,-71.753,South America,119,0.243241012,902.5208333,50.77231052,476933,2463.075323,Inside,1,0.243241012,0.243241012,0.243241012,0.243241012,0.243241012
1647,45114,Bolivia,Inside,-12.9825,-61.8715,South America,118,3.492591836,873.0208333,47.85256128,26397,972.8034761,Inside,1,3.492591836,3.492591836,3.492591836,3.492591836,3.492591836
1649,45126,Brazil,Inside,-9.43566,-61.8715,South America,931,4.299512292,825.5982143,62.36380743,976736,3807.754204,Inside,1,4.299512292,4.299512292,4.299512292,4.299512292,4.299512292
1660,45186,Brazil,Inside,4.08244,-60.0749,South America,931,7.769645651,899.4077381,68.14870297,976736,3807.754204,Inside,1,7.769645651,7.769645651,7.769645651,7.769645651,7.769645651
1670,45225,Brazil,Inside,-5.85147,-53.7867,South America,931,3.881504261,879.2410714,50.45186319,976736,3807.754204,Inside,1,3.881504261,3.881504261,3.881504261,3.881504261,3.881504261
1676,45246,Bolivia,Inside,-13.8618,-66.3631,South America,118,4.918143749,878.7142857,3.591349235,26397,972.8034761,Inside,1,4.918143749,4.918143749,4.918143749,4.918143749,4.918143749
1679,45251,Brazil,Inside,-4.0497,-61.8715,South America,931,2.689509186,870.547619,107.7386856,976736,3807.754204,Inside,1,2.689509186,2.689509186,2.689509186,2.689509186,2.689509186
1698,45301,Peru,Inside,-7.64738,-74.4479,South America,147,4.533287552,852.6845238,62.76779371,16571,2065.427423,Inside,1,4.533287552,4.533287552,4.533287552,4.533287552,4.533287552
1704,45333,Peru,Inside,-11.2146,-75.3463,South America,147,14.28480162,727.8482143,42.64658236,16571,2065.427423,Inside,1,14.28480162,14.28480162,14.28480162,14.28480162,14.28480162
1712,45372,Peru,Inside,-2.24386,-74.4479,South America,147,0.540601823,797.5505952,90.43302507,16571,2065.427423,Inside,1,0.540601823,0.540601823,0.540601823,0.540601823,0.540601823
1713,45386,Brazil,Inside,-12.9825,-56.4816,South America,931,14.69404372,887.3333333,80.25082793,976736,3807.754204,Inside,1,14.69404372,14.69404372,14.69404372,14.69404372,14.69404372
1720,45419,Brazil,Inside,-6.75027,-50.1934,South America,931,11.93969451,875.5595238,197.3012641,976736,3807.754204,Inside,1,11.93969451,11.93969451,11.93969451,11.93969451,11.93969451
1733,45460,Colombia,Inside,2.27666,-77.1429,South America,119,8.020805001,916.9642857,74.84156724,476933,2463.075323,Inside,1,8.020805001,8.020805001,8.020805001,8.020805001,8.020805001
1737,45482,Brazil,Inside,-9.43566,-53.7867,South America,931,2.202007193,922.1130952,82.22036296,976736,3807.754204,Inside,1,2.202007193,2.202007193,2.202007193,2.202007193,2.202007193
1763,45617,Brazil,Inside,-10.3264,-59.1766,South America,931,11.18731601,845.422619,81.55305551,976736,3807.754204,Inside,1,11.18731601,11.18731601,11.18731601,11.18731601,11.18731601
