"","X1","X2","distances"
"53360",16112492.9328,-1822633.2914,2237458.70863529
"53368",13112492.9328,-3203276.62205,2245677.4393854
"53385",15212492.9328,-3115372.02545,773329.640176927
"53490",15312492.9328,-2296477.34305,1592424.10568631
"53589",13912492.9328,-1918332.28425,2381381.8313092
"53615",15012492.9328,-2389758.88315,1516886.94560547
"53646",15812492.9328,-2202676.04035,1776036.35257766
"53658",16171141.1328328,-1737192.02142516,2338987.32173885
"53710",15612492.9328,-3026814.8206,933601.491960361
"53713",15742273.6029711,-1831459.44555441,2114063.59694067
"53731",16912492.9328,-2847792.8487,1959832.99372461
"53735",14612492.9328,-2202676.04035,1802081.67566536
"53739",14712492.9328,-2574695.0043,1419291.78314341
"53758",15112492.9328,-2847792.8487,1049159.29363889
"53795",14012492.9328,-1726507.8001,2491097.32607955
"53820",16512492.9328,-2937617.42485,1579004.46220453
"53835",14212492.9328,-1918332.28425,2226585.07954821
"53839",12820648.3943572,-2414011.74185166,2842536.79607758
"53843",15512492.9328,-2482503.6033,1429286.5208503
"53858",16298269.7443311,-2123726.31967086,2051290.32887727
"53860",14412492.9328,-2389758.88315,1716840.88540378
"53952",14912492.9328,-2013585.1064,1904523.78359447
"54010",15512492.9328,-2013585.1064,1892251.09914917
"54050",15212492.9328,-2013585.1064,1874543.28631113
"54055",14212492.9328,-2389758.88315,1822930.287333
"54067",14212492.9328,-2482503.6033,1747518.04056978
"54108",16212492.9328,-2389758.88315,1779818.18331445
"54154",12912492.9328,-2482503.6033,2728512.16701508
"54159",13812492.9328,-2389758.88315,2077050.612248
"54163",15112492.9328,-2482503.6033,1412063.86967736
"54197",16772238.603514,-2505812.97507935,2054961.55237643
"54220",14211756.2976383,-1727010.30534222,2397789.17078064
"54239",16012492.9328,-2574695.0043,1517705.44647699
"54296",13812492.9328,-2574695.0043,1947892.21872439
"54376",14312492.9328,-2482503.6033,1689986.15342726
"54423",15412492.9328,-2296477.34305,1599390.01779737
"54434",15112492.9328,-2666317.15395,1229273.726585
"54446",12845003.5840662,-2298870.19008084,2883546.18779513
"54451",14212492.9328,-2296477.34305,1900326.72693971
"54490",14612492.9328,-1726507.8001,2253656.86561972
"54594",13712492.9328,-2574695.0043,2022881.65721774
"54622",14412492.9328,-2296477.34305,1798807.7891869
"54662",16412492.9328,-2482503.6033,1822900.169679
"54717",14712492.9328,-1435776.1316,2510457.59027276
"54762",13612492.9328,-2296477.34305,2284258.80520731
"54813",14612492.9328,-2389758.88315,1628499.43786055
"54857",15912492.9328,-1822633.2914,2168352.75717071
"54883",14412492.9328,-2202676.04035,1882293.9654716
"54896",15212492.9328,-2389758.88315,1498470.48655166
"54935",15012492.9328,-1822633.2914,2078857.52508402
"54961",14112492.9328,-1629975.9613,2528709.34411105
"54962",15109748.7318949,-1432762.29780999,2459042.70203581
"55113",14530173.3670252,-1441335.40678685,2550467.64414292
"55183",15612492.9328,-2108372.58065,1815638.34193523
"55185",15812492.9328,-1822633.2914,2139981.25759802
"55203",14812492.9328,-1918332.28425,2017692.86473956
"55270",14601670.3647664,-1267487.33567656,2699574.16552118
"55322",15897115.4237236,-1344192.81800537,2624234.97090896
"55411",14712492.9328,-1726507.8001,2227375.84718295
"55436",15211584.5470474,-1243988.48465684,2644036.33200765
"55487",15867785.7078008,-1188225.41529039,2768994.40884138
"55546",16211180.9602274,-2013709.61628237,2105531.87614277
"55576",14712492.9328,-1918332.28425,2041776.33441127
"55701",15112492.9328,-1918332.28425,1974281.18220229
"56079",14717009.9710966,-1369173.6962756,2574606.27126163
"56122",15012492.9328,-1629975.9613,2270347.11375285
"56232",16084715.4100307,-1576162.08841083,2457207.89910145
"56364",15880278.8121707,-1249158.66343658,2712493.93190679
"56451",14712492.9328,-1533058.3871,2415532.79624467
"56733",14790846.5905753,-1276147.69169112,2651863.69968976
"56986",15762329.0642857,-1386362.73802047,2553026.78268712
"57037",14908611.3557241,-1349992.58997563,2560770.05962728
